Accident_ID,Accident Date,Day_of_Week,Junction_Detail,Accident_Injuries,Light_Conditions,death_toll,Number_of_Vehicles,Road_Surface_Conditions,Road_Type,Speed_limit,Hour_of_Accident,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
200901LX50195,2021-03-23,Monday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Car
200901LX50196,2021-03-09,Monday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Motorcycle
200901LX50198,2021-01-05,Monday,T or staggered junction,Slight,Daylight,1.0,2.0,Wet or damp,Dual carriageway,30.0,12.0,Urban,Fine no high winds,Car
200901LX50199,2021-01-04,Sunday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,11.0,Urban,Fine no high winds,Car
200901LX50200,2021-01-07,Wednesday,T or staggered junction,Slight,Daylight,1.0,1.0,Wet or damp,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901LX50201,2021-01-01,Thursday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,4.0,Urban,Fine no high winds,Car
200901LX50202,2021-01-06,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,7.0,Urban,Fine no high winds,Other
200901LX50204,2021-01-10,Saturday,T or staggered junction,Serious,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,11.0,Urban,Fine no high winds,Car
200901LX50205,2021-01-05,Monday,T or staggered junction,Serious,Darkness - lights lit,1.0,2.0,Wet or damp,Single carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901LX50206,2021-01-08,Thursday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Car
200901LX50207,2021-01-09,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,11.0,Urban,Fine no high winds,Car
200901LX50209,2021-01-01,Thursday,T or staggered junction,Slight,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,1.0,Urban,Fine no high winds,Car
200901LX50210,2021-01-04,Sunday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901LX50211,2021-01-06,Tuesday,T or staggered junction,Slight,Daylight,1.0,3.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Van
200901LX50212,2021-01-13,Tuesday,T or staggered junction,Serious,Daylight,2.0,1.0,Dry,Single carriageway,30.0,14.0,Urban,Fine no high winds,Car
200901LX50214,2021-01-10,Saturday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,9.0,Urban,Fine no high winds,Car
200901LX50215,2021-01-09,Friday,Not at junction or within 20 metres,Slight,Darkness - lights lit,1.0,2.0,Wet or damp,Single carriageway,30.0,7.0,Urban,Raining no high winds,Car
200901LX50216,2021-01-11,Sunday,T or staggered junction,Serious,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,9.0,Urban,Fine no high winds,Car
200901LX50217,2021-01-10,Saturday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Snow,Single carriageway,30.0,10.0,Urban,Snowing no high winds,Car
200901LX50218,2021-01-08,Thursday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Wet or damp,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901LX50220,2021-03-20,Friday,Crossroads,Serious,Daylight,1.0,1.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901LX50221,2021-03-03,Tuesday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Wet or damp,Single carriageway,30.0,18.0,Urban,Raining + high winds,Motorcycle
200901LX50222,2021-03-26,Thursday,T or staggered junction,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901LX50223,2021-03-28,Saturday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Car
200901LX50224,2021-03-27,Friday,Roundabout,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,14.0,Urban,Fine no high winds,Motorcycle
200901LX50225,2021-03-29,Sunday,Crossroads,Slight,Daylight,2.0,3.0,Dry,Dual carriageway,30.0,10.0,Urban,Fine no high winds,Car
200901LX50226,2021-03-28,Saturday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Dual carriageway,30.0,14.0,Urban,Fine no high winds,Car
200901LX50228,2021-03-28,Saturday,Not at junction or within 20 metres,Slight,Darkness - lights lit,1.0,2.0,Dry,Dual carriageway,30.0,1.0,Urban,Fine no high winds,Car
200901LX50229,2021-04-01,Wednesday,Crossroads,Serious,Daylight,1.0,2.0,Dry,Single carriageway,30.0,7.0,Urban,Fine no high winds,Car
200901LX50230,2021-04-03,Friday,T or staggered junction,Serious,Daylight,1.0,2.0,Dry,Single carriageway,30.0,10.0,Urban,Fine no high winds,Car
200901LX50231,2021-03-27,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Motorcycle
200901LX50232,2021-04-05,Sunday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,11.0,Urban,Fine no high winds,Car
200901LX50233,2021-04-04,Saturday,Not at junction or within 20 metres,Slight,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,23.0,Urban,Fine no high winds,Car
200901LX50235,2021-04-04,Saturday,T or staggered junction,Slight,Daylight,1.0,3.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Car
200901LX50236,2021-04-02,Thursday,Not at junction or within 20 metres,Slight,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Car
200901LX50237,2021-03-27,Friday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Car
200901LX50238,2021-04-04,Saturday,Not at junction or within 20 metres,Slight,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,21.0,Urban,Fine no high winds,Car
200901LX50239,2021-03-31,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Car
200901LX50240,2021-03-25,Wednesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901LX50241,2021-02-21,Saturday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901LX50242,2021-03-20,Friday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,11.0,Urban,Fine no high winds,Car
200901LX50243,2021-01-24,Saturday,T or staggered junction,Slight,Daylight,2.0,2.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901LX50245,2021-03-29,Sunday,T or staggered junction,Slight,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,3.0,Urban,Fine no high winds,Car
200901LX50246,2021-04-07,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,6.0,Urban,Fine no high winds,Car
200901LX50248,2021-04-10,Friday,T or staggered junction,Slight,Daylight,1.0,1.0,Wet or damp,Single carriageway,30.0,15.0,Urban,Raining no high winds,Car
200901LX50249,2021-01-27,Tuesday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,14.0,Urban,Fine no high winds,Car
200901LX50251,2021-03-25,Wednesday,Not at junction or within 20 metres,Slight,Daylight,3.0,1.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Motorcycle
200901LX50252,2021-03-05,Thursday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Motorcycle
200901LX50253,2021-04-05,Sunday,T or staggered junction,Serious,Daylight,2.0,1.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901LX50254,2021-04-01,Wednesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,12.0,Urban,Fine no high winds,Car
200901LX50255,2021-04-06,Monday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901LX50256,2021-04-06,Monday,Not at junction or within 20 metres,Serious,Daylight,2.0,1.0,Dry,Single carriageway,30.0,11.0,Urban,Fine no high winds,Motorcycle
200901LX50257,2021-04-03,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,12.0,Urban,Fine no high winds,Car
200901LX50258,2021-04-10,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,19.0,Urban,Raining no high winds,Car
200901LX50259,2021-04-15,Wednesday,Crossroads,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,20.0,Urban,Fine no high winds,Motorcycle
200901LX50260,2021-04-09,Thursday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901LX50261,2021-04-09,Thursday,T or staggered junction,Slight,Daylight,1.0,3.0,Dry,Single carriageway,30.0,14.0,Urban,Fine no high winds,Motorcycle
200901LX50262,2021-03-17,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901LX50263,2021-04-01,Wednesday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Van
200901LX50264,2021-04-07,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901LX50265,2021-04-12,Sunday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,20.0,Urban,Fine no high winds,Car
200901LX50266,2021-04-18,Saturday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,14.0,Urban,Fine no high winds,Car
200901LX50268,2021-04-19,Sunday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,14.0,Urban,Fine no high winds,Car
200901LX50269,2021-03-26,Thursday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Car
200901LX50271,2021-04-12,Sunday,T or staggered junction,Serious,Darkness - lights lit,2.0,2.0,Dry,Single carriageway,30.0,22.0,Urban,Fine no high winds,Car
200901LX50272,2021-04-16,Thursday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,6.0,Urban,Fine no high winds,Taxi
200901LX50273,2021-04-02,Thursday,T or staggered junction,Serious,Daylight,1.0,2.0,Dry,Single carriageway,30.0,7.0,Urban,Fine no high winds,Motorcycle
200901LX50274,2021-03-26,Thursday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,14.0,Urban,Fine no high winds,Car
200901LX50276,2021-04-11,Saturday,Not at junction or within 20 metres,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,20.0,Urban,Fine no high winds,Car
200901LX50277,2021-04-22,Wednesday,T or staggered junction,Slight,Darkness - lights lit,1.0,3.0,Dry,Single carriageway,30.0,1.0,Urban,Fine no high winds,Car
200901LX50278,2021-04-19,Sunday,Not at junction or within 20 metres,Slight,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,3.0,Urban,Fine + high winds,Car
200901LX50279,2021-04-16,Thursday,Crossroads,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,9.0,Urban,Raining no high winds,Car
200901LX50281,2021-04-02,Thursday,Crossroads,Serious,Daylight,1.0,2.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Car
200901LX50282,2021-04-18,Saturday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Wet or damp,Single carriageway,30.0,2.0,Urban,Fine no high winds,Van
200901LX50283,2021-04-09,Thursday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Car
200901LX50284,2021-04-17,Friday,Crossroads,Slight,Darkness - lights lit,1.0,2.0,Wet or damp,Single carriageway,30.0,21.0,Urban,Fine no high winds,Car
200901LX50285,2021-04-20,Monday,Roundabout,Slight,Daylight,1.0,2.0,Dry,Roundabout,30.0,17.0,Urban,Fine no high winds,Van
200901LX50286,2021-04-23,Thursday,T or staggered junction,Slight,Daylight,2.0,2.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901LX50287,2021-04-23,Thursday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,14.0,Urban,Fine no high winds,Car
200901LX50288,2021-04-12,Sunday,Crossroads,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,23.0,Urban,Fine no high winds,Car
200901LX50289,2021-04-17,Friday,T or staggered junction,Slight,Daylight,1.0,2.0,Wet or damp,Single carriageway,30.0,17.0,Urban,Raining no high winds,Taxi
200901LX50290,2021-04-15,Wednesday,Private drive or entrance,Serious,Daylight,1.0,2.0,Dry,Single carriageway,30.0,10.0,Urban,Fine no high winds,Van
200901LX50291,2021-03-30,Monday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901LX50292,2021-04-18,Saturday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Van
200901LX50293,2021-04-10,Friday,Not at junction or within 20 metres,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,5.0,Urban,Fine no high winds,Car
200901LX50294,2021-04-20,Monday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901LX50295,2021-04-21,Tuesday,Crossroads,Slight,Daylight,2.0,2.0,Dry,Single carriageway,30.0,10.0,Urban,Fine no high winds,Van
200901LX50297,2021-04-03,Friday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,12.0,Urban,Fine no high winds,Car
200901LX50298,2021-04-23,Thursday,Not at junction or within 20 metres,Serious,Darkness - lights lit,1.0,3.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Car
200901LX50299,2021-04-23,Thursday,Not at junction or within 20 metres,Slight,Daylight,2.0,2.0,Dry,Single carriageway,30.0,18.0,Urban,Fine no high winds,Car
200901LX50300,2021-04-23,Thursday,T or staggered junction,Serious,Daylight,1.0,1.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Car
200901LX50302,2021-04-21,Tuesday,T or staggered junction,Serious,Daylight,1.0,2.0,Dry,Single carriageway,30.0,7.0,Urban,Fine no high winds,Car
200901LX50303,2021-04-23,Thursday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Car
200901LX50304,2021-04-24,Friday,More than 4 arms (not roundabout),Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901LX50305,2021-04-20,Monday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,16.0,Urban,Fine no high winds,Motorcycle
200901LX50306,2021-04-26,Sunday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,0.0,Urban,Fine no high winds,Car
200901LX50307,2021-04-22,Wednesday,More than 4 arms (not roundabout),Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,22.0,Urban,Fine no high winds,Motorcycle
200901LX50308,2021-04-21,Tuesday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Other
200901LX50309,2021-04-15,Wednesday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,14.0,Urban,Fine no high winds,Car
200901LX50310,2021-04-29,Wednesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901LX50311,2021-04-23,Thursday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901LX50312,2021-05-02,Saturday,Crossroads,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,4.0,Urban,Fine no high winds,Car
200901LX50313,2021-04-26,Sunday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,6.0,Urban,Fine no high winds,Car
200901LX50314,2021-04-22,Wednesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Van
200901LX50315,2021-04-16,Thursday,Crossroads,Slight,Daylight,1.0,3.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901LX50316,2021-04-13,Monday,More than 4 arms (not roundabout),Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,0.0,Urban,Fine no high winds,Car
200901LX50317,2021-05-01,Friday,T or staggered junction,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,21.0,Urban,Fine no high winds,Car
200901LX50318,2021-04-29,Wednesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,11.0,Urban,Fine no high winds,Car
200901LX50319,2021-05-03,Sunday,T or staggered junction,Slight,Darkness - lights lit,1.0,1.0,Dry,Single carriageway,30.0,23.0,Urban,Fine no high winds,Car
200901LX50320,2021-04-22,Wednesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Motorcycle
200901LX50321,2021-04-16,Thursday,Crossroads,Serious,Daylight,1.0,2.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Car
200901LX50322,2021-04-23,Thursday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Van
200901LX50323,2021-05-03,Sunday,Crossroads,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,23.0,Urban,Fine no high winds,Car
200901LX50324,2021-04-21,Tuesday,T or staggered junction,Serious,Daylight,1.0,2.0,Dry,Single carriageway,30.0,12.0,Urban,Fine no high winds,Car
200901LX50325,2021-04-29,Wednesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,7.0,Urban,Fine no high winds,Car
200901LX50326,2021-04-29,Wednesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,14.0,Urban,Fine no high winds,Car
200901LX50327,2021-04-14,Tuesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,9.0,Urban,Fine no high winds,Car
200901LX50328,2021-04-23,Thursday,Not at junction or within 20 metres,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,10.0,Urban,Fine no high winds,Car
200901LX50329,2021-04-29,Wednesday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,8.0,Urban,Fine no high winds,Car
200901LX50330,2021-04-19,Sunday,Private drive or entrance,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,21.0,Urban,Fine no high winds,Car
200901LX50331,2021-05-02,Saturday,Not at junction or within 20 metres,Slight,Darkness - lights lit,2.0,2.0,Dry,Dual carriageway,30.0,21.0,Urban,Fine no high winds,Van
200901LX50332,2021-04-29,Wednesday,Private drive or entrance,Slight,Daylight,2.0,2.0,Dry,Single carriageway,30.0,13.0,Urban,Fine no high winds,Car
200901LX50334,2021-05-03,Sunday,Crossroads,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,15.0,Urban,Fine no high winds,Car
200901LX50335,2021-04-28,Tuesday,T or staggered junction,Slight,Darkness - lights lit,1.0,3.0,Dry,Single carriageway,30.0,20.0,Urban,Fine no high winds,Van
200901LX50336,2021-04-28,Tuesday,T or staggered junction,Serious,Daylight,1.0,2.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Taxi
200901LX50337,2021-04-28,Tuesday,Crossroads,Slight,Daylight,1.0,1.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901LX50338,2021-04-26,Sunday,Not at junction or within 20 metres,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,19.0,Urban,Fine no high winds,Motorcycle
200901LX50339,2021-04-27,Monday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,17.0,Urban,Fine no high winds,Car
200901LX50340,2021-05-03,Sunday,Not at junction or within 20 metres,Slight,Darkness - lights lit,1.0,2.0,Dry,Single carriageway,30.0,0.0,Urban,Fine no high winds,Car
200901LX50341,2021-05-02,Saturday,T or staggered junction,Slight,Daylight,1.0,2.0,Dry,Single carriageway,30.0,14.0,Urban,Fine no high winds,Car
200901LX50342,2021-05-09,Saturday,T or staggered junction,Slight,Daylight,1.0,1.0,Dry,Dual carriageway,30.0,19.0,Urban,Fine no high winds,Car
